Ticket ID,Date Opened,Date Closed,Issue Type,Priority,Resolution Time (Hours),Customer Satisfaction (1-5),Agent Name,Customer ID,Customer Name
TKT0229,2023-08-17 00:00:00,2023-08-20,Hardware,Urgent,55.83,1.0,Daniel Taylor,cccf9faa,Justin Conner
TKT0230,2023-08-18 00:00:00,2023-08-25,Software,Low,43.95,4.0,Shawn Dixon,df9337d6,Megan Poole
TKT0231,08-19-2023,2023-08-31,Software,Medium,43.76,3.0,Ashley Morgan,bace4e36,Maria Williams
TKT0232,2023-08-20 00:00:00,,Software,Medium,,,Paula Kennedy,ae1aa8c2,Laura Mccullough
TKT0233,2023-08-21 00:00:00,,Account,Urgent,,,Joshua Avila,,Dr. Andrew Carter
TKT0234,2023-08-22 00:00:00,,Network,High,,,William Miller,39183dea,Travis Holmes
TKT0235,2023-08-23 00:00:00,2023-09-06,Account,High,39.1,3.0,Shawn Dixon,d995b994,Christopher Lewis
TKT0236,2023-08-24 00:00:00,2023-09-04,Other,Low,58.17,5.0,Daniel Taylor,25da9519,Stuart Lewis
TKT0237,2023-08-25 00:00:00,,Hardware,Urgent,,,Danielle Robinson,ad4973d5,Seth Conner
TKT0238,2023-08-26 00:00:00,2023-08-30,Hardware,Low,43.79,3.0,Joshua Avila,c037c911,Austin Alexander
TKT0239,2023-08-27 00:00:00,2023-08-29,Account,Urgent,50.88,3.0,Danielle Robinson,48721bd9,Chris Jones
TKT0240,2023-08-28 00:00:00,2023-09-04,Account,High,42.38,2.0,Kevin Johnson,76c575e6,Timothy Coleman
TKT0241,2023-08-29 00:00:00,2023-09-10,Hardware,Medium,51.81,5.0,Joshua Avila,,Stacey Morgan
TKT0242,2023-08-30 00:00:00,,Hardware,Urgent,,,Ashley Morgan,9ef35ae6,Shirley Reynolds
TKT0243,2023-08-31 00:00:00,,Network,High,,,Ashley Morgan,7fef658e,Robert Little
TKT0244,09-01-2023,2023-09-14,Software,Medium,55.58,4.0,Joshua Avila,3322e2cc,Richard Figueroa
TKT0245,2023-09-02 00:00:00,2023-09-07,Network,Urgent,45.36,4.0,Paula Kennedy,2dd74af9,Sara Bean
TKT0246,2023-09-03 00:00:00,2023-09-14,Account,High,46.93,5.0,Kevin Johnson,5489ae77,Kaitlyn Jones
TKT0247,2023-09-04 00:00:00,,Software,Medium,,,Joshua Avila,5106c6b4,Robert Bates
TKT0248,2023-09-05 00:00:00,2023-09-17,Network,Medium,25.99,1.0,Joshua Avila,c334f405,Sandra Reyes
TKT0249,2023-09-06 00:00:00,2023-09-19,Network,Low,41.47,3.0,Joshua Avila,,Pamela Rivas
TKT0250,2023-09-07 00:00:00,2023-09-20,Account,Low,60.56,4.0,Shawn Dixon,2872b11a,Cheryl Campbell
TKT0251,2023-09-08 00:00:00,2023-09-17,Other,Medium,59.46,3.0,Eric Stephens,c0c90168,Gwendolyn Collins
TKT0252,2023-09-09 00:00:00,2023-09-16,Software,Low,44.54,3.0,Shawn Dixon,c0c90168,Jonathan Martinez
TKT0253,2023-09-10 00:00:00,2023-09-24,Software,Medium,39.21,1.0,Eric Stephens,7e32c2d7,Charles Sims
TKT0254,2023-09-11 00:00:00,2023-09-15,Hardware,Medium,68.84,5.0,Ashley Morgan,8f1ddc90,Carrie Reed
TKT0255,2023-09-12 00:00:00,2023-09-13,Other,Medium,40.93,2.0,Shawn Dixon,0df494cd,Edward Jordan
TKT0256,2023-09-13 00:00:00,2023-09-27,Account,Medium,46.26,2.0,Joshua Avila,217ef684,Nathaniel Rogers
TKT0257,2023-09-14 00:00:00,2023-09-28,Network,High,56.16,4.0,Joshua Avila,,Meagan Nixon
TKT0258,2023-09-15 00:00:00,2023-09-21,Hardware,Medium,56.1,3.0,Danielle Robinson,27ea99d1,Brandon Turner
TKT0259,2023-09-16 00:00:00,2023-09-30,Hardware,Urgent,53.99,4.0,Shawn Dixon,70916a1a,Kendra Keller
TKT0260,2023-09-17 00:00:00,2023-09-23,Account,High,46.33,1.0,Ashley Morgan,7139b1dc,Kelly Martin
TKT0261,09-18-2023,,Software,High,,,Danielle Robinson,c72456db,Robin Porter
TKT0262,2023-09-19 00:00:00,2023-09-30,Account,Urgent,55.67,5.0,Danielle Robinson,a42d3561,Ann Johnson
TKT0263,2023-09-20 00:00:00,2023-09-27,Software,Medium,31.68,4.0,William Miller,c1ba71b1,Ashley Sherman
TKT0264,2023-09-21 00:00:00,2023-09-30,Other,Low,16.93,2.0,Daniel Taylor,742e6f0b,Shawn Weber
TKT0265,2023-09-22 00:00:00,2023-09-29,Network,Urgent,40.18,2.0,Joshua Avila,,Mrs. Patricia Beck
TKT0266,2023-09-23 00:00:00,2023-09-27,Network,Low,54.21,3.0,Daniel Taylor,a2ca8453,Jose Copeland
TKT0267,2023-09-24 00:00:00,,Account,Low,,,Ashley Roberts,3c2d5d98,Lauren Perez
TKT0268,2023-09-25 00:00:00,2023-10-05,Network,High,59.66,5.0,Ashley Morgan,b2e8b2f5,Carol Green
TKT0269,2023-09-26 00:00:00,,Account,Low,,,Shawn Dixon,6e2c36d3,Shannon Odom
TKT0270,2023-09-27 00:00:00,2023-09-29,Software,Urgent,58.65,2.0,Joshua Avila,75c24c89,Wesley Allen
TKT0271,2023-09-28 00:00:00,,Hardware,Urgent,,,Kevin Johnson,6a6057ca,Albert Taylor
TKT0272,2023-09-29 00:00:00,2023-10-05,Network,Urgent,25.42,1.0,Shawn Dixon,a5b98ad9,Jessica Pierce
TKT0273,2023-09-30 00:00:00,2023-10-10,Other,Medium,25.31,2.0,Daniel Taylor,,Cynthia Brennan
TKT0274,2023-10-01 00:00:00,,Network,Low,,,Ashley Morgan,80813ed6,Samuel Wilson
TKT0275,2023-10-02 00:00:00,2023-10-11,Account,Medium,51.96,5.0,Eric Stephens,c7f5f979,Blake Rivera
TKT0276,2023-10-03 00:00:00,,Hardware,Low,,,Daniel Taylor,7466d7dd,Blake Friedman
TKT0277,2023-10-04 00:00:00,,Network,Medium,,,Ashley Morgan,7466d7dd,Joseph Armstrong
TKT0278,2023-10-05 00:00:00,2023-10-12,Network,Urgent,40.47,1.0,Ashley Roberts,65af4c59,Alyssa Bailey
TKT0279,2023-10-06 00:00:00,,Hardware,Urgent,,,Shawn Dixon,be025d2b,Jeffrey Fuller
TKT0280,2023-10-07 00:00:00,2023-10-20,Software,High,55.74,3.0,Paula Kennedy,a1955903,Michael Bentley
TKT0281,2023-10-08 00:00:00,2023-10-18,Network,Medium,29.61,2.0,Kevin Johnson,,Michael Swanson
TKT0282,10-09-2023,2023-10-11,Hardware,Medium,64.39,1.0,Shawn Dixon,c4a8d568,Ashley Mills
TKT0283,2023-10-10 00:00:00,2023-10-20,Other,Low,48.77,3.0,Daniel Taylor,cb8faa52,Anna Waters
TKT0284,2023-10-11 00:00:00,2023-10-18,Hardware,Urgent,34.95,1.0,Kevin Johnson,455b2a66,Christine Jones
TKT0285,10-12-2023,2023-10-25,Account,Urgent,42.39,5.0,Eric Stephens,ee3c89f0,Jared Martinez
TKT0286,2023-10-13 00:00:00,2023-10-20,Hardware,Medium,59.66,2.0,Danielle Robinson,e8b19440,Jason West
TKT0287,2023-10-14 00:00:00,2023-10-15,Software,High,55.7,4.0,William Miller,138189a5,Jose Weaver
TKT0288,2023-10-15 00:00:00,2023-10-27,Network,Urgent,64.25,2.0,Daniel Taylor,d8951570,Chad Gonzales
TKT0289,10-16-2023,,Other,Medium,,,Shawn Dixon,,Stephen Mercado
TKT0290,2023-10-17 00:00:00,,Other,High,,,Daniel Taylor,d0553eaa,Donna Burke
TKT0291,2023-10-18 00:00:00,2023-10-28,Hardware,Medium,37.41,5.0,Paula Kennedy,25926ae2,Terry Thomas
TKT0292,2023-10-19 00:00:00,2023-10-28,Other,Urgent,37.49,5.0,Daniel Taylor,b56dafd1,Amy Palmer
TKT0293,2023-10-20 00:00:00,2023-10-21,Account,Urgent,16.23,5.0,Joshua Avila,f63eee7a,Teresa Richardson
TKT0294,2023-10-21 00:00:00,,Account,High,,,Ashley Morgan,6fe763ed,Travis Morrow
TKT0295,2023-10-22 00:00:00,2023-10-24,Software,Urgent,57.84,4.0,Paula Kennedy,db042818,Kyle Olsen
TKT0296,2023-10-23 00:00:00,2023-11-06,Account,Medium,45.94,1.0,William Miller,6689947b,Travis Torres
TKT0297,10-24-2023,2023-10-27,Network,Medium,31.39,1.0,Daniel Taylor,,Frank Barr
TKT0298,10-25-2023,,Network,Medium,,,Kevin Johnson,aedd2aef,Brittany Collins
TKT0299,2023-10-26 00:00:00,2023-10-31,Network,Urgent,33.55,3.0,Ashley Morgan,19bb3676,Travis Kennedy
TKT0300,10-27-2023,2023-10-31,Network,Medium,22.06,2.0,William Miller,0a6bbf2b,Monica Floyd
